Gender,Married,Education,ApplicantIncome,LoanAmount,Credit_History,Loan_Status
0,0,1,9578,206,1.0,1
1,0,0,13062,541,0.0,0
0,0,0,14757,294,1.0,1
0,1,1,3052,121,1.0,0
0,1,0,9295,285,1.0,1
1,1,1,6771,467,0.0,1
0,0,0,1615,184,0.0,1
0,0,0,5113,179,1.0,0
0,0,1,14110,428,1.0,1
0,1,0,12302,176,1.0,0
1,0,1,7872,429,0.0,1
1,0,1,10051,482,1.0,0
0,0,1,9719,532,0.0,1
0,1,0,5337,476,1.0,1
1,1,0,5033,440,1.0,0
1,0,1,11110,276,1.0,0
0,0,0,13731,525,1.0,1
1,0,0,12608,523,1.0,1
0,1,0,7331,554,1.0,1
1,1,1,7463,273,1.0,1
1,1,1,2794,505,1.0,0
1,0,0,7470,181,1.0,1
1,1,1,9050,120,1.0,1
0,0,0,13321,278,1.0,0
1,0,0,3575,597,1.0,1
1,1,0,14531,497,1.0,1
0,0,1,8866,429,1.0,1
1,1,1,13369,324,1.0,0
1,0,0,12845,364,0.0,1
0,0,1,6707,501,1.0,1
1,1,0,7317,368,0.0,0
0,0,1,3278,350,0.0,1
0,0,1,14367,372,1.0,1
0,0,1,13586,481,1.0,1
0,0,0,12190,442,1.0,0
1,0,0,14220,508,1.0,0
0,0,0,1873,537,1.0,1
1,0,1,14998,371,1.0,1
1,0,0,9057,379,1.0,1
1,1,0,11957,322,0.0,1
1,1,0,10823,174,1.0,0
1,0,0,11534,250,1.0,1
1,0,1,3073,524,1.0,1
1,1,1,7526,458,1.0,1
1,0,0,14735,441,1.0,1
1,1,1,5944,516,1.0,1
1,1,1,2287,204,1.0,0
0,1,1,3045,141,1.0,1
0,0,1,13813,275,1.0,1
0,0,1,14859,344,1.0,1
1,0,0,14646,352,0.0,1
0,1,1,10061,373,1.0,0
0,1,0,14998,546,1.0,1
0,1,0,14671,433,1.0,1
1,0,0,5874,191,1.0,1
1,1,1,6947,110,1.0,0
1,1,1,11394,251,1.0,0
1,0,1,11349,288,0.0,1
0,1,1,11620,547,1.0,0
0,1,0,5555,263,1.0,1
0,0,0,2106,225,1.0,1
0,0,0,14836,310,1.0,0
1,1,1,4076,560,1.0,1
1,0,0,8069,196,1.0,0
1,1,0,5624,408,1.0,1
0,0,0,6551,438,1.0,1
1,1,1,1822,146,1.0,1
1,0,0,11568,407,1.0,0
0,1,0,2083,323,1.0,1
0,0,1,6889,562,1.0,1
1,0,0,12501,156,1.0,0
1,0,1,10347,174,0.0,1
1,0,0,6381,353,0.0,1
1,0,1,9914,250,1.0,1
1,0,1,3622,158,1.0,1
1,0,1,9199,424,1.0,0
0,1,0,9296,539,0.0,0
0,1,0,3720,185,0.0,1
0,0,1,6623,269,1.0,0
1,0,1,5050,245,1.0,1
0,1,1,7279,426,1.0,1
1,1,1,12134,132,1.0,1
1,0,1,6428,102,0.0,0
0,1,1,14791,383,1.0,1
1,1,1,13677,356,0.0,1
1,0,1,1666,225,1.0,0
0,0,1,7943,546,1.0,1
0,0,1,11708,212,1.0,0
0,1,1,9809,402,1.0,0
1,0,1,8155,392,1.0,1
0,0,0,11501,441,1.0,0
0,1,1,8842,147,0.0,0
1,0,0,3706,463,0.0,1
0,1,0,2750,374,1.0,0
0,1,0,5506,497,1.0,1
0,1,1,12801,294,0.0,1
1,1,0,6058,438,1.0,1
1,1,1,11363,324,0.0,0
1,1,0,3651,312,1.0,1
1,0,1,6577,420,0.0,1
0,0,1,3797,381,1.0,0
1,0,0,10728,237,1.0,1
1,1,0,4114,454,1.0,1
0,0,1,3379,432,0.0,1
0,1,0,10288,169,1.0,1
0,0,1,2120,398,0.0,1
1,1,1,8198,169,1.0,1
1,0,1,7007,582,1.0,1
1,1,0,9762,307,1.0,1
0,0,1,14743,588,1.0,1
0,1,1,3303,299,1.0,1
1,0,1,8616,158,1.0,1
0,1,1,6033,358,1.0,0
0,0,0,10759,488,1.0,1
0,0,0,3425,440,1.0,1
1,0,0,2537,450,1.0,1
0,1,0,13134,433,1.0,1
0,1,1,4683,456,0.0,0
1,1,1,11094,438,1.0,1
1,1,1,12053,264,1.0,1
0,1,1,11130,344,1.0,1
0,0,1,13503,183,1.0,1
1,1,1,10176,535,1.0,1
1,0,0,5764,549,0.0,1
0,0,1,6398,476,1.0,1
0,1,1,9937,546,1.0,1
0,0,1,14636,490,0.0,1
0,1,0,7621,580,1.0,1
1,1,1,7289,408,1.0,0
0,1,1,4871,213,1.0,1
0,0,1,2850,333,1.0,1
1,1,0,10221,361,0.0,1
0,1,1,7214,490,1.0,0
1,1,1,14634,271,1.0,0
0,0,0,5314,117,0.0,1
0,1,1,8647,334,0.0,1
1,0,0,7985,409,1.0,0
1,0,1,11480,482,0.0,1
0,1,0,11394,256,1.0,0
0,0,1,5125,310,0.0,1
0,0,1,13012,380,1.0,1
1,1,0,10451,418,1.0,0
0,1,1,9617,295,1.0,0
1,1,1,11095,214,0.0,1
1,0,0,10489,496,1.0,0
0,1,1,2031,259,1.0,0
1,0,0,11609,254,1.0,1
0,0,1,14651,150,1.0,1
0,0,0,5637,517,1.0,1
0,0,1,13108,383,1.0,0
0,0,1,2098,172,0.0,1
0,1,0,8928,427,1.0,1
1,1,1,9997,440,1.0,1
1,0,0,6404,209,1.0,1
0,0,0,4409,385,0.0,1
0,1,0,2178,320,1.0,1
1,1,1,4884,108,1.0,0
1,0,1,10422,496,1.0,1
1,0,1,3525,181,1.0,1
1,1,0,14720,419,1.0,1
0,1,0,14690,393,1.0,1
0,0,0,5728,474,1.0,1
1,1,1,4266,121,1.0,1
0,1,0,3598,514,1.0,1
1,0,1,8261,198,1.0,1
0,0,1,1891,269,0.0,1
1,0,1,12435,289,1.0,1
0,1,1,5284,205,1.0,0
1,0,1,8166,419,0.0,1
1,1,1,5337,557,1.0,0
0,0,1,14295,364,1.0,0
1,0,1,3185,481,1.0,1
0,1,0,7997,450,1.0,0
0,1,1,4414,527,1.0,1
1,0,1,8616,546,1.0,1
0,0,0,11110,267,1.0,0
0,1,0,14743,443,1.0,1
0,0,0,13883,524,1.0,1
0,1,0,13893,212,1.0,0
0,1,1,13782,427,1.0,1
1,0,0,5226,405,1.0,1
0,1,0,14465,247,0.0,1
0,1,0,13321,436,1.0,1
0,1,0,13005,319,1.0,1
0,0,1,6451,553,1.0,0
0,1,0,7558,525,0.0,0
1,0,0,9155,132,0.0,1
0,0,0,14577,319,0.0,1
1,0,0,6110,418,1.0,0
1,1,1,9321,284,1.0,1
1,1,0,2584,292,1.0,1
1,0,0,9083,460,1.0,1
0,0,0,10699,279,1.0,1
1,1,1,2817,454,1.0,1
1,0,0,8380,571,1.0,1
0,0,0,3849,105,0.0,1
0,1,1,8837,490,1.0,1
0,0,0,4193,108,1.0,1
1,1,1,8708,456,1.0,1
0,1,1,11970,160,1.0,1
0,0,0,8381,563,1.0,1
1,1,0,5222,517,1.0,0
0,1,1,5193,262,1.0,1
0,1,1,5892,198,1.0,1
0,0,0,14242,247,0.0,1
0,0,1,8724,157,1.0,1
1,0,1,14729,314,0.0,1
0,1,0,9302,415,0.0,1
0,1,1,14027,589,1.0,0
1,0,1,7217,281,1.0,1
0,0,1,12939,134,1.0,0
1,1,1,4634,402,1.0,1
0,0,1,4098,145,0.0,0
1,0,1,11877,186,1.0,1
1,0,0,5552,103,1.0,0
1,0,1,14241,365,1.0,1
1,0,0,5324,206,1.0,1
0,1,0,5020,174,1.0,0
1,0,0,2749,139,1.0,1
0,0,0,8086,226,1.0,0
1,1,0,9343,282,1.0,1
1,1,0,3574,218,1.0,1
1,1,0,4004,172,0.0,1
0,1,0,14482,139,1.0,1
1,0,1,14497,303,1.0,1
0,0,0,3514,564,1.0,1
0,0,0,6444,195,0.0,1
0,0,0,2448,378,1.0,1
0,1,1,1606,242,0.0,0
0,1,0,12183,214,1.0,1
0,0,1,6192,575,1.0,1
0,0,0,9846,471,1.0,1
0,0,0,4740,585,0.0,0
0,0,1,10487,232,1.0,1
1,1,0,14059,267,1.0,1
1,0,1,11262,501,1.0,1
1,1,1,6803,344,1.0,0
1,1,0,3134,376,0.0,1
1,1,0,11630,562,1.0,1
0,1,1,3032,358,0.0,1
0,0,1,9108,145,1.0,1
0,0,0,12720,445,1.0,1
0,0,0,13909,434,1.0,1
0,0,0,2940,482,1.0,1
0,1,1,11090,336,1.0,1
0,1,0,5146,152,1.0,0
1,1,1,13089,247,1.0,1
1,0,0,7099,286,0.0,1
1,1,1,13937,120,0.0,1
1,1,1,14494,189,1.0,0
0,1,0,12734,332,0.0,1
0,1,1,3115,314,1.0,0
0,0,1,11205,468,1.0,1
1,1,1,9494,150,1.0,1
0,1,1,7796,252,1.0,1
0,0,1,4098,423,0.0,0
0,0,0,10536,215,1.0,0
1,0,0,13111,493,1.0,0
0,1,1,5030,313,1.0,0
1,1,0,9090,550,1.0,1
1,1,1,3827,438,1.0,1
1,1,1,8065,450,1.0,1
1,0,0,9267,236,1.0,0
0,1,1,12732,384,0.0,1
1,1,1,3476,520,1.0,1
1,0,1,3335,465,1.0,1
0,0,0,6399,170,1.0,0
0,0,0,1854,344,1.0,0
1,1,1,11297,137,1.0,1
0,1,1,5973,315,1.0,0
1,1,1,4695,226,1.0,1
1,1,1,11819,171,0.0,1
1,1,1,10679,325,0.0,0
1,0,0,14020,414,0.0,1
0,0,0,9845,540,0.0,1
1,1,0,2406,573,1.0,1
0,1,0,13455,543,0.0,1
0,1,1,8698,383,1.0,1
0,1,1,3120,511,1.0,1
0,1,0,13320,401,1.0,0
1,0,0,13266,345,1.0,0
0,0,1,5918,170,0.0,1
1,0,0,10023,294,1.0,1
0,1,1,5838,599,0.0,0
0,1,1,1929,569,1.0,1
1,0,1,6801,538,1.0,1
1,0,0,3923,137,1.0,1
1,1,0,9772,216,0.0,0
0,0,0,3073,337,0.0,1
0,0,0,9535,463,0.0,0
1,1,0,1919,501,1.0,1
1,0,1,1966,303,1.0,1
1,0,0,6676,450,1.0,1
1,0,1,4893,418,1.0,1
0,1,1,11257,458,0.0,1
1,0,1,11210,104,1.0,1
1,0,0,8933,527,1.0,1
1,0,0,8894,588,1.0,0
1,1,0,13722,256,1.0,1
0,1,0,3535,206,1.0,1
1,0,0,10495,327,0.0,1
0,1,0,10769,241,1.0,1
1,0,0,3132,413,1.0,0
1,1,0,3484,271,1.0,1
0,1,1,8621,245,0.0,1
1,0,0,1503,106,1.0,0
0,0,1,8977,442,1.0,1
0,0,1,7498,452,1.0,1
1,1,1,2102,545,1.0,0
0,0,1,8756,400,1.0,1
0,1,0,12059,115,0.0,1
0,1,0,13367,419,1.0,1
0,0,1,10192,136,1.0,1
0,1,1,8214,598,1.0,0
0,0,1,9876,252,1.0,0
0,1,0,13201,364,1.0,0
0,0,1,4751,282,1.0,1
1,1,1,4647,255,1.0,0
1,1,0,12632,236,1.0,1
0,0,1,10987,495,0.0,1
1,1,0,9644,501,1.0,0
0,0,0,1554,574,0.0,1
0,1,1,11416,189,1.0,1
1,1,1,4410,539,1.0,1
0,1,1,3370,317,1.0,0
0,0,0,13864,429,1.0,1
0,0,0,12035,285,1.0,1
0,0,0,12982,480,0.0,0
1,0,1,4848,308,1.0,1
0,0,1,3101,150,0.0,1
0,1,1,7267,387,1.0,0
0,1,1,12485,187,0.0,1
1,0,1,7330,590,1.0,1
0,1,1,13029,531,1.0,1
1,1,0,9620,235,0.0,1
1,1,0,8543,257,1.0,0
0,1,0,3590,381,1.0,1
0,0,1,6980,507,1.0,0
1,1,0,10943,254,0.0,1
0,0,0,7870,562,1.0,1
1,0,0,6682,319,1.0,1
1,1,1,1670,558,0.0,1
0,0,1,4309,266,0.0,1
0,1,0,8493,421,1.0,1
1,1,1,9429,278,1.0,0
1,1,1,12046,428,1.0,1
1,0,1,11465,149,1.0,1
1,0,1,8211,400,1.0,1
0,0,0,13446,186,1.0,1
0,1,1,5491,132,1.0,1
0,1,0,8635,374,0.0,1
0,1,0,11773,240,1.0,1
0,0,1,2326,305,1.0,0
1,1,1,11357,323,1.0,1
0,1,1,1629,212,1.0,1
0,0,0,2917,377,1.0,1
0,0,0,14962,503,1.0,1
0,0,0,8298,452,0.0,0
0,1,0,8273,104,1.0,1
1,1,0,13479,481,1.0,0
1,1,0,2907,311,1.0,1
1,0,0,6636,355,1.0,1
0,0,1,10285,433,1.0,0
1,0,0,2537,574,1.0,0
1,0,0,11820,573,1.0,1
0,1,0,12970,515,0.0,0
0,1,0,13991,129,1.0,1
0,1,1,9046,446,1.0,1
1,1,0,7403,509,1.0,1
1,1,0,1522,181,0.0,0
0,1,1,11325,592,1.0,1
0,1,1,7787,570,0.0,0
1,1,0,13693,335,1.0,1
1,0,0,13891,594,0.0,1
0,0,0,2905,443,1.0,1
0,1,0,11170,487,1.0,1
1,0,0,7967,460,0.0,1
0,1,0,2694,422,1.0,1
1,1,1,10267,352,1.0,0
1,0,1,9423,217,0.0,0
1,1,0,3106,526,1.0,1
1,1,0,14061,129,1.0,1
0,1,0,10143,210,1.0,1
0,1,1,9816,499,1.0,1
1,1,0,13146,353,0.0,1
1,1,1,12056,298,0.0,1
1,1,1,11558,394,1.0,0
1,0,0,7750,441,0.0,1
1,0,1,3183,396,0.0,0
0,1,0,10598,386,1.0,0
0,0,1,13226,532,1.0,1
0,1,0,10121,496,1.0,0
0,1,0,4251,588,0.0,1
1,1,1,9004,524,1.0,0
1,1,1,13517,343,0.0,1
1,0,1,9163,320,0.0,1
1,0,0,10053,255,1.0,1
1,0,1,14583,482,1.0,1
0,0,1,10123,335,1.0,1
1,1,0,4222,419,1.0,1
0,0,0,7139,472,1.0,1
0,1,1,14646,118,1.0,1
0,1,1,12753,314,1.0,1
0,0,1,4723,466,0.0,1
1,1,0,6941,213,1.0,1
0,0,0,11322,299,1.0,1
0,0,1,8881,124,0.0,0
0,0,0,14363,521,1.0,1
1,0,1,6684,220,1.0,1
1,0,1,14680,329,1.0,1
1,1,0,1769,198,0.0,0
0,0,1,9204,445,1.0,0
0,0,1,7615,102,1.0,1
1,1,0,10815,485,0.0,1
0,0,1,12868,360,1.0,1
1,0,1,8798,544,1.0,1
1,1,0,13084,353,1.0,1
0,1,1,6033,119,1.0,0
0,0,1,2542,303,1.0,1
0,1,0,3141,393,1.0,1
0,0,0,8103,563,0.0,0
1,1,0,12133,456,0.0,1
1,0,1,4797,227,1.0,0
1,0,0,8555,457,1.0,0
1,0,1,2883,391,0.0,1
1,1,0,5496,273,1.0,1
0,0,1,1514,320,1.0,0
1,1,1,3174,454,1.0,0
1,0,0,6599,468,1.0,1
1,0,1,5117,136,1.0,1
0,0,1,9599,409,1.0,0
0,0,0,8057,248,1.0,0
0,0,1,6974,504,1.0,1
0,1,1,2980,191,1.0,1
1,1,1,11437,169,1.0,1
1,1,0,9198,183,1.0,1
0,0,0,4546,543,1.0,1
0,0,0,8863,519,1.0,1
1,1,0,7457,304,1.0,1
1,0,0,5710,587,1.0,1
0,0,0,6971,366,1.0,1
0,0,0,2475,187,1.0,1
0,1,0,3185,351,1.0,1
0,1,1,3583,310,1.0,0
1,1,1,11981,442,0.0,1
1,1,1,3186,130,0.0,1
1,1,1,5658,456,1.0,0
0,0,0,8309,520,1.0,1
0,0,1,10200,415,1.0,1
1,0,1,1687,160,1.0,1
1,0,1,4282,166,0.0,1
1,1,1,5688,325,1.0,1
1,1,1,5600,512,1.0,1
0,0,0,13201,550,1.0,1
1,1,0,13209,434,1.0,1
1,0,1,3572,426,1.0,1
1,0,1,8151,166,1.0,1
1,0,1,1597,227,1.0,1
1,0,1,10983,210,0.0,0
1,1,0,8305,590,1.0,1
1,0,1,4964,371,0.0,0
0,1,0,3287,400,0.0,0
0,0,1,9263,133,0.0,1
0,0,0,6904,311,1.0,0
0,0,0,2183,399,1.0,0
1,0,0,2632,472,1.0,0
0,1,1,13814,224,0.0,1
0,0,1,7377,202,0.0,0
1,1,0,7698,580,1.0,1
1,0,1,12896,305,1.0,0
0,0,1,12815,219,1.0,1
0,0,0,5336,269,1.0,0
1,1,1,14568,134,0.0,1
0,0,0,11306,481,0.0,0
1,0,1,2541,430,1.0,0
1,0,1,12557,345,1.0,1
1,0,0,7389,439,1.0,1
1,0,0,2354,513,1.0,1
0,1,0,7238,408,0.0,0
1,1,0,3526,157,0.0,0
1,0,1,11679,511,1.0,1
0,0,1,6865,498,1.0,0
1,1,1,4050,521,1.0,1
0,0,0,14900,405,0.0,1
0,1,1,8589,240,1.0,1
0,0,1,1739,210,1.0,1
1,0,1,1989,262,1.0,1
0,1,0,13543,210,0.0,0
0,0,0,2536,251,1.0,1
1,1,1,11030,475,1.0,0
0,1,1,7632,164,1.0,1
0,1,0,6280,205,1.0,0
0,0,0,9409,315,0.0,0
0,1,0,4769,190,1.0,1
0,1,0,7622,501,1.0,1
1,0,1,12246,541,1.0,0
0,0,0,7210,125,1.0,1
0,0,1,13192,256,0.0,1
1,0,0,13554,171,1.0,1
1,0,1,3267,143,0.0,0
1,0,1,6208,189,1.0,0
0,1,0,9853,232,1.0,0
1,0,1,10347,260,1.0,0
0,1,1,4506,331,1.0,1
0,0,1,14408,479,1.0,0
1,1,0,13198,360,1.0,1
1,1,0,2756,482,1.0,1
0,0,0,11850,468,0.0,1
1,0,1,11643,210,1.0,1
0,1,1,8577,263,1.0,0
1,0,1,6851,176,0.0,1
1,0,1,2249,308,0.0,1
1,1,0,2208,112,1.0,1
0,1,1,7916,508,0.0,1
1,1,1,11313,157,1.0,1
0,0,1,8450,485,0.0,0
0,0,0,13828,443,1.0,1
0,0,1,14347,135,0.0,0
0,0,0,10157,124,1.0,1
1,1,0,13687,133,1.0,1
0,0,1,10792,239,1.0,1
0,1,1,3213,374,1.0,1
1,0,1,14277,469,1.0,1
0,0,1,9436,461,1.0,1
1,1,0,9808,321,1.0,1
0,0,0,12173,136,1.0,1
1,0,0,1695,462,1.0,1
0,1,0,6214,228,1.0,1
1,0,0,11166,415,1.0,0
0,1,0,12164,422,1.0,1
0,1,0,13821,532,1.0,1
1,1,0,12746,317,1.0,0
1,1,0,2774,434,0.0,0
1,0,0,5209,529,1.0,1
1,0,1,1838,347,1.0,1
0,0,1,8261,210,1.0,1
0,1,1,5011,403,1.0,1
1,0,0,5775,319,1.0,1
0,0,1,14409,295,0.0,1
1,0,0,12991,246,0.0,1
1,0,0,3156,443,1.0,1
0,1,1,8262,139,1.0,1
0,1,0,10334,233,1.0,1
0,0,1,11372,563,1.0,1
0,1,0,11042,451,0.0,1
0,0,0,6773,577,0.0,1
0,0,1,10310,290,1.0,1
0,0,1,2669,262,1.0,0
1,1,1,9943,555,1.0,0
1,0,1,9673,160,1.0,1
1,1,1,1801,104,0.0,1
1,1,1,12833,136,1.0,1
1,0,0,3066,559,1.0,1
0,1,0,12856,316,0.0,0
1,1,0,9316,324,1.0,1
1,0,0,13649,586,1.0,0
1,1,1,3710,315,1.0,1
1,1,0,12844,238,1.0,1
1,0,0,13351,205,1.0,1
1,0,1,8730,198,1.0,1
1,1,0,10303,267,0.0,0
0,0,1,14859,548,1.0,0
0,0,1,8088,363,1.0,1
1,1,1,3443,186,0.0,1
0,1,0,9765,183,1.0,1
0,0,1,12565,323,0.0,1
0,1,0,6137,110,1.0,1
0,0,0,9848,426,1.0,1
1,0,0,13250,285,1.0,0
0,1,1,6885,449,1.0,0
0,1,1,1755,478,0.0,1
0,0,1,4610,531,1.0,1
1,0,0,10743,330,1.0,0
1,0,0,6532,240,1.0,0
1,0,1,7761,205,1.0,1
1,1,0,3917,352,0.0,0
1,0,1,3756,543,0.0,0
1,1,1,4134,148,1.0,1
1,1,0,12588,550,1.0,0
0,0,0,3391,362,1.0,1
0,1,1,13375,590,1.0,0
0,1,0,14103,304,1.0,1
1,0,1,4964,456,1.0,1
1,1,1,12183,508,0.0,1
1,1,0,13431,506,1.0,1
1,0,1,11467,150,1.0,0
1,0,0,13628,274,1.0,1
0,0,1,8926,324,1.0,1
0,0,0,3470,360,1.0,0
1,0,0,13411,579,1.0,1
1,0,1,5453,321,1.0,0
1,0,0,7318,322,1.0,0
1,1,0,8271,368,1.0,1
0,1,1,12184,397,0.0,1
1,0,0,14357,480,0.0,1
1,1,1,8248,488,1.0,1
1,1,0,6503,506,0.0,1
1,0,1,2148,417,1.0,1
0,1,1,11332,484,0.0,1
1,0,1,14126,173,1.0,1
1,1,1,10220,213,1.0,0
0,0,0,3601,318,1.0,1
0,1,1,14923,153,1.0,1
0,1,0,1918,299,1.0,0
1,1,1,3852,471,1.0,1
1,0,0,13201,230,1.0,0
0,1,1,7275,438,1.0,1
0,1,0,9776,291,1.0,1
0,0,0,9191,278,1.0,0
0,0,1,11991,485,1.0,0
0,1,1,3251,404,1.0,1
0,1,1,13913,386,1.0,1
1,1,0,4157,339,1.0,0
1,1,0,13667,344,1.0,0
1,0,0,7623,429,1.0,1
0,1,0,7024,216,0.0,1
0,1,1,3851,307,0.0,0
0,0,1,9571,584,1.0,1
0,1,1,12791,311,1.0,0
0,1,1,2789,358,1.0,1
0,1,0,12815,479,1.0,1
1,0,0,4202,262,1.0,1
1,0,1,10335,325,1.0,1
0,1,0,4405,440,1.0,0
1,1,1,13759,519,0.0,1
0,0,0,13755,163,1.0,0
1,1,0,6169,515,1.0,0
0,1,0,4422,345,1.0,1
0,0,0,8154,117,0.0,1
1,0,0,3521,133,1.0,1
1,0,0,5124,411,0.0,1
0,1,1,7844,585,0.0,1
0,1,0,9278,422,1.0,1
1,1,1,12562,280,1.0,1
1,1,1,12810,550,1.0,1
0,0,1,1636,446,0.0,0
1,1,1,5725,293,0.0,1
0,1,1,10910,291,1.0,1
0,0,1,10709,166,1.0,0
0,0,0,13392,308,1.0,0
0,1,0,14219,465,1.0,1
1,0,0,4640,266,0.0,1
1,0,1,13221,345,1.0,0
1,1,1,4087,344,0.0,1
1,1,1,12074,265,1.0,0
1,1,0,8169,395,1.0,1
1,1,0,4105,502,1.0,1
1,0,0,6504,310,1.0,0
0,0,1,12779,591,1.0,1
1,1,1,13219,232,1.0,1
1,1,1,12249,296,1.0,1
0,0,0,9900,497,1.0,0
1,1,1,9004,446,1.0,0
1,1,1,5310,148,0.0,0
0,1,1,7580,163,1.0,1
1,1,1,8908,211,1.0,1
1,0,0,5653,455,1.0,0
1,1,0,11699,284,1.0,1
0,0,1,12555,203,1.0,1
1,1,1,4876,518,0.0,1
1,1,0,2868,312,1.0,0
0,0,0,9309,104,1.0,1
1,1,1,5300,218,0.0,1
0,0,0,2537,443,1.0,0
0,1,0,14164,348,0.0,1
1,1,1,11982,266,0.0,1
0,1,0,2492,482,1.0,0
0,1,0,8812,341,1.0,1
1,1,0,12630,379,1.0,1
0,0,0,6010,523,1.0,1
0,0,1,1893,462,1.0,1
1,1,0,9505,337,1.0,1
1,1,0,5186,405,0.0,1
1,0,1,14516,304,1.0,1
0,0,0,1857,585,1.0,1
1,1,1,5504,592,1.0,0
0,1,1,2681,413,1.0,0
0,0,0,8317,100,1.0,0
0,1,0,3565,270,0.0,1
0,0,0,8371,266,1.0,1
0,1,0,13594,493,0.0,0
0,0,0,13110,357,1.0,1
0,0,1,4629,162,0.0,0
1,1,0,1654,371,1.0,1
1,0,1,13250,136,1.0,1
0,1,0,11246,115,1.0,1
0,1,1,10178,353,0.0,1
1,1,0,7794,442,1.0,1
0,1,0,11074,445,1.0,1
1,0,0,3915,435,1.0,1
1,1,0,2570,126,1.0,0
1,1,0,3754,546,1.0,1
0,1,1,9542,210,1.0,0
0,1,0,11198,332,1.0,1
1,0,0,11567,577,1.0,1
1,1,0,14711,163,1.0,0
1,0,1,9307,196,0.0,0
1,0,0,8340,515,1.0,1
1,0,1,8213,492,1.0,1
0,1,0,3690,366,0.0,1
1,1,1,8764,584,1.0,1
0,1,0,10762,425,1.0,0
1,1,0,9882,513,1.0,1
0,0,1,9831,331,1.0,1
0,0,0,14402,498,1.0,1
0,1,1,8898,542,1.0,1
0,1,0,13702,147,1.0,1
0,1,0,13103,449,1.0,1
0,1,1,4472,309,1.0,1
1,1,0,3014,175,1.0,1
0,1,1,12812,346,1.0,0
1,1,1,5470,415,0.0,1
0,0,0,6219,167,0.0,0
0,0,0,13216,412,0.0,1
1,0,0,2845,163,0.0,1
0,0,1,13874,281,1.0,0
1,1,1,3417,179,0.0,1
1,1,0,9141,442,1.0,0
1,1,1,14069,302,1.0,0
1,1,1,13602,281,1.0,1
0,1,1,14885,542,0.0,0
0,0,1,10144,571,1.0,1
1,1,0,13834,313,1.0,1
0,0,0,3111,522,0.0,0
0,1,0,12859,219,1.0,1
1,0,1,3578,498,1.0,0
0,1,1,12273,340,1.0,1
1,0,1,3564,434,1.0,1
1,1,1,8879,301,1.0,1
0,1,0,7279,511,1.0,1
0,1,1,10950,391,0.0,1
0,1,1,14179,153,1.0,1
1,0,0,8650,244,0.0,1
1,1,0,1853,455,1.0,0
0,0,0,14092,185,1.0,1
0,1,1,7218,570,1.0,1
0,0,1,5136,576,1.0,1
0,1,1,11255,121,1.0,1
1,1,1,7544,430,0.0,1
0,0,1,2211,391,1.0,1
1,1,1,13194,335,1.0,1
1,1,0,12424,128,1.0,1
0,0,1,14573,282,1.0,1
0,1,0,10548,525,1.0,0
0,0,0,5772,259,0.0,0
1,1,0,2929,497,1.0,1
0,0,1,7944,117,1.0,1
0,0,1,12184,137,1.0,1
1,0,0,12890,200,0.0,0
0,0,1,4920,389,1.0,0
1,1,1,3568,476,0.0,1
0,1,0,8659,272,1.0,1
1,0,1,6306,442,0.0,0
0,1,1,8344,515,0.0,1
0,1,1,13183,465,0.0,0
1,1,1,9843,166,1.0,1
1,0,0,4731,290,1.0,0
0,1,0,4406,538,1.0,0
1,1,1,5051,142,1.0,1
1,0,1,11158,222,1.0,1
1,1,1,5691,377,1.0,0
1,0,0,4923,442,0.0,0
0,0,1,5557,295,1.0,1
0,0,1,6694,432,1.0,1
1,1,0,12617,224,1.0,0
1,1,1,5165,195,1.0,1
1,0,0,6235,477,1.0,1
1,0,1,13122,256,1.0,0
0,0,0,10848,139,0.0,1
0,0,1,7889,459,1.0,0
1,0,1,13899,272,0.0,0
1,0,0,9382,474,0.0,0
1,1,0,6789,493,1.0,1
0,0,0,9298,560,0.0,0
1,0,0,4908,272,1.0,1
0,0,0,2661,219,1.0,1
1,1,1,2759,372,1.0,1
0,1,0,5590,457,0.0,1
1,1,0,12533,485,0.0,1
0,1,0,7190,500,1.0,0
1,0,0,12894,463,1.0,0
1,1,1,4481,445,1.0,0
1,0,1,9565,474,1.0,0
0,0,1,5054,521,1.0,1
1,0,1,13164,520,1.0,1
0,0,1,10916,418,0.0,1
0,0,0,14079,360,1.0,1
1,0,1,3889,380,1.0,1
1,1,1,9658,428,1.0,1
1,1,0,2514,223,0.0,1
0,1,0,7229,575,1.0,1
1,1,1,14372,377,1.0,1
0,1,1,11718,192,1.0,1
0,0,0,5213,546,0.0,1
1,1,1,2992,134,1.0,1
1,1,0,9085,410,1.0,1
1,1,0,5622,227,1.0,1
1,0,1,11392,119,1.0,1
1,0,1,1954,360,1.0,1
1,0,1,2417,266,1.0,1
0,1,0,8223,418,1.0,1
0,1,0,9705,335,1.0,1
0,1,1,7741,131,1.0,1
1,1,1,5874,330,0.0,1
0,1,1,7559,290,1.0,0
0,0,0,1989,429,0.0,1
0,1,0,2484,523,1.0,1
0,0,0,2460,244,1.0,1
0,1,1,9550,200,1.0,0
1,0,0,3282,178,1.0,0
1,0,0,7483,556,1.0,1
0,0,1,3369,259,1.0,0
0,0,0,12996,354,1.0,1
0,1,1,4144,378,1.0,0
1,1,0,8338,558,0.0,1
1,1,1,5845,287,1.0,1
0,0,1,7202,560,1.0,1
1,1,0,14527,309,1.0,0
1,1,1,13360,340,1.0,0
0,1,0,14093,155,0.0,1
1,1,1,9575,236,1.0,1
